Year,zip,Borough,Neighborhood,Percentage,Number
12,10466,BRONX,NORTHEAST BRONX,0.02073199,25108.33333
12,10467,BRONX,BRONX PARK AND FORDHAM,0.053741024,25758.82353
12,10468,BRONX,BRONX PARK AND FORDHAM,0.053741024,15988.23529
12,10469,BRONX,NORTHEAST BRONX,0.02073199,32750
12,10470,BRONX,NORTHEAST BRONX,0.02073199,6004.166667
12,10471,BRONX,KINGSBRIDGE AND RIVERDALE,0.006138522,1343.201133
12,10472,BRONX,SOUTHEAST BRONX,0.030576789,31295.83333
12,10473,BRONX,SOUTHEAST BRONX,0.030576789,10995.83333
12,10474,BRONX,HUNTS POINT AND MOTT HAVEN,0.024322446,3377.777778
12,10475,BRONX,NORTHEAST BRONX,0.02073199,6004.166667
12,11001,QUEENS,NORTHWEST QUEENS,#N/A,447.733711
12,11004,QUEENS,SOUTHEAST QUEENS,0.01088719,447.733711
12,11101,QUEENS,NORTHWEST QUEENS,0.013087792,12088.8102
12,11102,QUEENS,NORTHWEST QUEENS,0.013087792,4029.603399
12,11103,QUEENS,NORTHWEST QUEENS,0.013087792,8954.674221
12,11104,QUEENS,NORTHWEST QUEENS,0.013087792,4477.33711
12,11105,QUEENS,NORTHWEST QUEENS,0.013087792,8954.674221
12,11106,QUEENS,NORTHWEST QUEENS,0.013087792,3581.869688
12,11201,BROOKLYN,NORTHWEST BROOKLYN,0.046328469,17340
12,11203,BROOKLYN,FLATBUSH,0.043317118,30150
12,11204,BROOKLYN,BOROUGH PARK,0.012624508,4477.33711
12,11205,BROOKLYN,NORTHWEST BROOKLYN,0.046328469,20230
12,11206,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.051192958,30618.75
12,11207,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.026291406,69750
12,11208,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.026291406,49600
12,11209,BROOKLYN,SOUTHWEST BROOKLYN,0.010192263,7611.473088
12,11210,BROOKLYN,FLATBUSH,0.043317118,11250
12,11211,BROOKLYN,GREENPOINT,0.020384526,28860
12,11212,BROOKLYN,CENTRAL BROOKLYN,0.082464675,30380
12,11213,BROOKLYN,CENTRAL BROOKLYN,0.082464675,36750
12,11214,BROOKLYN,SOUTHWEST BROOKLYN,0.010192263,12984.27762
12,11215,BROOKLYN,NORTHWEST BROOKLYN,0.046328469,40460
12,11216,BROOKLYN,CENTRAL BROOKLYN,0.082464675,62230
12,11217,BROOKLYN,NORTHWEST BROOKLYN,0.046328469,53465
12,11218,BROOKLYN,BOROUGH PARK,0.012624508,12536.54391
12,11219,BROOKLYN,BOROUGH PARK,0.012624508,12536.54391
12,11220,BROOKLYN,SUNSET PARK,0.006601807,12536.54391
12,11221,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.051192958,75900
12,11222,BROOKLYN,GREENPOINT,0.020384526,20280
12,11223,BROOKLYN,SOUTHERN BROOKLYN,0.013435256,16118.4136
12,11224,BROOKLYN,SOUTHERN BROOKLYN,0.013435256,3134.135977
12,11225,BROOKLYN,FLATBUSH,0.043317118,22950
12,11226,BROOKLYN,FLATBUSH,0.043317118,25200
12,11228,BROOKLYN,SOUTHWEST BROOKLYN,0.010192263,3581.869688
12,11229,BROOKLYN,SOUTHERN BROOKLYN,0.013435256,9850.141643
12,11230,BROOKLYN,BOROUGH PARK,0.012624508,11193.34278
12,11231,BROOKLYN,NORTHWEST BROOKLYN,0.046328469,11560
12,11232,BROOKLYN,SUNSET PARK,0.006601807,7163.739377
12,11233,BROOKLYN,CENTRAL BROOKLYN,0.082464675,48510
12,11234,BROOKLYN,CANARSIE AND FLATLANDS,0.011003011,13879.74504
12,11235,BROOKLYN,SOUTHERN BROOKLYN,0.013435256,13432.01133
12,11236,BROOKLYN,CANARSIE AND FLATLANDS,0.011003011,22386.68555
12,11237,BROOKLYN,BUSHWICK AND WILLIAMSBURG,#N/A,33132.29462
12,11238,BROOKLYN,CENTRAL BROOKLYN,0.082464675,52430
12,11249,BROOKLYN,FLATBUSH,#N/A,1343.201133
12,11354,QUEENS,NORTH QUEENS,0.005791059,3134.135977
12,11355,QUEENS,NORTH QUEENS,0.005791059,4029.603399
12,11356,QUEENS,NORTH QUEENS,0.005791059,2686.402266
12,11357,QUEENS,NORTH QUEENS,0.005791059,6268.271955
12,11358,QUEENS,NORTH QUEENS,0.005791059,5820.538244
12,11360,QUEENS,NORTH QUEENS,0.005791059,895.4674221
12,11361,QUEENS,NORTHEAST QUEENS,0.001389854,895.4674221
12,11362,QUEENS,NORTHEAST QUEENS,0.001389854,895.4674221
12,11363,QUEENS,NORTHEAST QUEENS,0.001389854,447.733711
12,11364,QUEENS,NORTHEAST QUEENS,0.001389854,3581.869688
12,11365,QUEENS,CENTRAL QUEENS,0.003590456,1790.934844
12,11366,QUEENS,CENTRAL QUEENS,0.003590456,447.733711
12,11367,QUEENS,CENTRAL QUEENS,0.003590456,1790.934844
12,11368,QUEENS,WEST QUEENS,0.032545749,22000
12,11369,QUEENS,WEST QUEENS,0.032545749,13200
12,11370,QUEENS,WEST QUEENS,0.032545749,11000
12,11372,QUEENS,WEST QUEENS,0.032545749,15400
12,11373,QUEENS,WEST QUEENS,0.032545749,35200
12,11374,QUEENS,WEST CENTRAL QUEENS,0.0257123,11133.33333
12,11375,QUEENS,WEST CENTRAL QUEENS,0.0257123,22266.66667
12,11377,QUEENS,WEST QUEENS,0.032545749,28600
12,11378,QUEENS,WEST QUEENS,0.032545749,28600
12,11379,QUEENS,WEST CENTRAL QUEENS,0.0257123,30616.66667
12,11385,QUEENS,WEST CENTRAL QUEENS,0.0257123,116900
12,11411,QUEENS,SOUTHEAST QUEENS,0.01088719,4029.603399
12,11412,QUEENS,JAMAICA,0.032429928,18785
12,11413,QUEENS,SOUTHEAST QUEENS,0.01088719,7163.739377
12,11414,QUEENS,SOUTHWEST QUEENS,0.017836461,8807.142857
12,11415,QUEENS,SOUTHWEST QUEENS,0.017836461,978.5714286
12,11416,QUEENS,SOUTHWEST QUEENS,0.017836461,12721.42857
12,11417,QUEENS,SOUTHWEST QUEENS,0.017836461,15657.14286
12,11418,QUEENS,SOUTHWEST QUEENS,0.017836461,12721.42857
12,11419,QUEENS,SOUTHWEST QUEENS,0.017836461,18592.85714
12,11420,QUEENS,SOUTHWEST QUEENS,0.017836461,18592.85714
12,11421,QUEENS,SOUTHWEST QUEENS,0.017836461,12721.42857
12,11422,QUEENS,SOUTHEAST QUEENS,0.01088719,4925.070822
12,11423,QUEENS,JAMAICA,0.032429928,8287.5
12,11426,QUEENS,SOUTHEAST QUEENS,0.01088719,2686.402266
12,11427,QUEENS,SOUTHEAST QUEENS,0.01088719,3134.135977
12,11428,QUEENS,SOUTHEAST QUEENS,0.01088719,2238.668555
12,11429,QUEENS,SOUTHEAST QUEENS,0.01088719,6716.005666
12,11432,QUEENS,JAMAICA,0.032429928,15470
12,11433,QUEENS,JAMAICA,0.032429928,21547.5
12,11434,QUEENS,JAMAICA,0.032429928,25415
12,11435,QUEENS,JAMAICA,0.032429928,16575
12,11436,QUEENS,JAMAICA,0.032429928,10497.5
12,11691,QUEENS,ROCKAWAYS,0.003706278,12984.27762
12,11692,QUEENS,ROCKAWAYS,0.003706278,3581.869688
12,11693,QUEENS,ROCKAWAYS,0.003706278,2686.402266
12,11694,QUEENS,ROCKAWAYS,0.003706278,1343.201133
