Year,zip,Borough,Neighborhood,Percentage,Number
19,11203,BROOKLYN,FLATBUSH,0.040478989,22610.34483
19,11204,BROOKLYN,BOROUGH PARK,0.019321187,14615.38462
19,11205,BROOKLYN,NORTHWEST BROOKLYN,0.059138995,37875
19,11206,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.041654423,52307.29167
19,11207,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.024316779,82150
19,11208,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.024316779,51012.5
19,11209,BROOKLYN,SOUTHWEST BROOKLYN,0.009256538,12124.81343
19,11210,BROOKLYN,FLATBUSH,0.040478989,7727.586207
19,11211,BROOKLYN,GREENPOINT,0.024096386,47600
19,11212,BROOKLYN,CENTRAL BROOKLYN,0.11284161,37648.23009
19,11213,BROOKLYN,CENTRAL BROOKLYN,0.11284161,30201.32743
19,11214,BROOKLYN,SOUTHWEST BROOKLYN,0.009256538,9616.231343
19,11215,BROOKLYN,NORTHWEST BROOKLYN,0.059138995,54384.61538
19,11216,BROOKLYN,CENTRAL BROOKLYN,0.11284161,77365.04425
19,11217,BROOKLYN,NORTHWEST BROOKLYN,0.059138995,28163.46154
19,11218,BROOKLYN,BOROUGH PARK,0.019321187,27038.46154
19,11219,BROOKLYN,BOROUGH PARK,0.019321187,25576.92308
19,11220,BROOKLYN,SUNSET PARK,0.010505436,20068.65672
19,11221,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.041654423,91645.83333
19,11222,BROOKLYN,GREENPOINT,0.024096386,29866.66667
19,11223,BROOKLYN,SOUTHERN BROOKLYN,0.019247723,16791.17647
19,11224,BROOKLYN,SOUTHERN BROOKLYN,0.019247723,10176.47059
19,11225,BROOKLYN,FLATBUSH,0.040478989,20320.68966
19,11226,BROOKLYN,FLATBUSH,0.040478989,33486.2069
19,11228,BROOKLYN,SOUTHWEST BROOKLYN,0.009256538,7943.843284
19,11229,BROOKLYN,SOUTHERN BROOKLYN,0.019247723,13229.41176
19,11230,BROOKLYN,BOROUGH PARK,0.019321187,19000
19,11231,BROOKLYN,NORTHWEST BROOKLYN,0.059138995,14567.30769
19,11232,BROOKLYN,SUNSET PARK,0.010505436,9616.231343
19,11233,BROOKLYN,CENTRAL BROOKLYN,0.11284161,54196.90265
19,11234,BROOKLYN,CANARSIE AND FLATLANDS,0.010431972,17141.97761
19,11235,BROOKLYN,SOUTHERN BROOKLYN,0.019247723,29002.94118
19,11236,BROOKLYN,CANARSIE AND FLATLANDS,0.010431972,15051.49254
19,11237,BROOKLYN,BUSHWICK AND WILLIAMSBURG,#N/A,38464.92537
19,11238,BROOKLYN,CENTRAL BROOKLYN,0.11284161,54610.61947
19,11239,BROOKLYN,CANARSIE AND FLATLANDS,0.010431972,836.1940299
19,11249,BROOKLYN,FLATBUSH,#N/A,8780.037313
19,11354,QUEENS,NORTH QUEENS,0.012856303,5435.261194
19,11355,QUEENS,NORTH QUEENS,0.012856303,7943.843284
19,11356,QUEENS,NORTH QUEENS,0.012856303,1254.291045
19,11357,QUEENS,NORTH QUEENS,0.012856303,15051.49254
19,11358,QUEENS,NORTH QUEENS,0.012856303,2508.58209
19,11360,QUEENS,NORTH QUEENS,0.012856303,418.0970149
19,11361,QUEENS,NORTHEAST QUEENS,0.001248898,3762.873134
19,11362,QUEENS,NORTHEAST QUEENS,0.001248898,0
19,11364,QUEENS,NORTHEAST QUEENS,0.001248898,836.1940299
19,11365,QUEENS,CENTRAL QUEENS,0.002424331,2926.679104
19,11366,QUEENS,CENTRAL QUEENS,0.002424331,1672.38806
19,11367,QUEENS,CENTRAL QUEENS,0.002424331,7525.746269
19,11368,QUEENS,WEST QUEENS,0.038421981,32842.85714
19,11369,QUEENS,WEST QUEENS,0.038421981,19014.28571
19,11370,QUEENS,WEST QUEENS,0.038421981,12100
19,11372,QUEENS,WEST QUEENS,0.038421981,28521.42857
19,11373,QUEENS,WEST QUEENS,0.038421981,38028.57143
19,11374,QUEENS,WEST CENTRAL QUEENS,0.020937408,8882.5
19,11375,QUEENS,WEST CENTRAL QUEENS,0.020937408,15152.5
19,11377,QUEENS,WEST QUEENS,0.038421981,46671.42857
19,11378,QUEENS,WEST QUEENS,0.038421981,17285.71429
19,11379,QUEENS,WEST CENTRAL QUEENS,0.020937408,19855
19,11385,QUEENS,WEST CENTRAL QUEENS,0.020937408,44935
19,11411,QUEENS,SOUTHEAST QUEENS,0.006538349,2926.679104
19,11412,QUEENS,JAMAICA,0.022994417,18926.31579
19,11413,QUEENS,SOUTHEAST QUEENS,0.006538349,7525.746269
19,11414,QUEENS,SOUTHWEST QUEENS,0.019982368,5730
19,11415,QUEENS,SOUTHWEST QUEENS,0.019982368,4775
19,11416,QUEENS,SOUTHWEST QUEENS,0.019982368,10505
19,11417,QUEENS,SOUTHWEST QUEENS,0.019982368,11460
19,11418,QUEENS,SOUTHWEST QUEENS,0.019982368,21965
19,11419,QUEENS,SOUTHWEST QUEENS,0.019982368,34380
19,11420,QUEENS,SOUTHWEST QUEENS,0.019982368,27695
19,11421,QUEENS,SOUTHWEST QUEENS,0.019982368,14325
19,11422,QUEENS,SOUTHEAST QUEENS,0.006538349,4599.067164
19,11423,QUEENS,JAMAICA,0.022994417,9157.894737
19,11426,QUEENS,SOUTHEAST QUEENS,0.006538349,7107.649254
19,11427,QUEENS,SOUTHEAST QUEENS,0.006538349,4180.970149
19,11428,QUEENS,SOUTHEAST QUEENS,0.006538349,1672.38806
19,11429,QUEENS,SOUTHEAST QUEENS,0.006538349,5435.261194
19,11432,QUEENS,JAMAICA,0.022994417,12821.05263
19,11433,QUEENS,JAMAICA,0.022994417,27473.68421
19,11434,QUEENS,JAMAICA,0.022994417,18926.31579
19,11435,QUEENS,JAMAICA,0.022994417,26863.15789
19,11436,QUEENS,JAMAICA,0.022994417,15263.15789
19,11691,QUEENS,ROCKAWAYS,0.0035263,8361.940299
19,11692,QUEENS,ROCKAWAYS,0.0035263,2508.58209
19,11693,QUEENS,ROCKAWAYS,0.0035263,1254.291045
19,11694,QUEENS,ROCKAWAYS,0.0035263,1254.291045
